mbgd_organism_id	tax_id
http://mbgd.genome.ad.jp/rdf/resource/organism/tpz	http://identifiers.org/taxonomy/1089553
http://mbgd.genome.ad.jp/rdf/resource/organism/mah	http://identifiers.org/taxonomy/1091494
http://mbgd.genome.ad.jp/rdf/resource/organism/mpy	http://identifiers.org/taxonomy/1094980
http://mbgd.genome.ad.jp/rdf/resource/organism/tmo	http://identifiers.org/taxonomy/1110502
http://mbgd.genome.ad.jp/rdf/resource/organism/saga	http://identifiers.org/taxonomy/1117647
http://mbgd.genome.ad.jp/rdf/resource/organism/scs	http://identifiers.org/taxonomy/111780
http://mbgd.genome.ad.jp/rdf/resource/organism/lep	http://identifiers.org/taxonomy/111781
http://mbgd.genome.ad.jp/rdf/resource/organism/mmk	http://identifiers.org/taxonomy/1124991
http://mbgd.genome.ad.jp/rdf/resource/organism/cad	http://identifiers.org/taxonomy/1128398
http://mbgd.genome.ad.jp/rdf/resource/organism/dec	http://identifiers.org/taxonomy/1131462
http://mbgd.genome.ad.jp/rdf/resource/organism/udi	http://identifiers.org/taxonomy/1133592
http://mbgd.genome.ad.jp/rdf/resource/organism/phm	http://identifiers.org/taxonomy/1142394
http://mbgd.genome.ad.jp/rdf/resource/organism/ccx	http://identifiers.org/taxonomy/1144275
http://mbgd.genome.ad.jp/rdf/resource/organism/bsd	http://identifiers.org/taxonomy/1146883
http://mbgd.genome.ad.jp/rdf/resource/organism/syn	http://identifiers.org/taxonomy/1148
http://mbgd.genome.ad.jp/rdf/resource/organism/psi	http://identifiers.org/taxonomy/1157951
http://mbgd.genome.ad.jp/rdf/resource/organism/lfc	http://identifiers.org/taxonomy/1162668
http://mbgd.genome.ad.jp/rdf/resource/organism/sdr	http://identifiers.org/taxonomy/1163617
http://mbgd.genome.ad.jp/rdf/resource/organism/ffo	http://identifiers.org/taxonomy/1163730
http://mbgd.genome.ad.jp/rdf/resource/organism/fae	http://identifiers.org/taxonomy/1166018
http://mbgd.genome.ad.jp/rdf/resource/organism/dsf	http://identifiers.org/taxonomy/1167006
http://mbgd.genome.ad.jp/rdf/resource/organism/doi	http://identifiers.org/taxonomy/1168034
http://mbgd.genome.ad.jp/rdf/resource/organism/bto	http://identifiers.org/taxonomy/1171377
http://mbgd.genome.ad.jp/rdf/resource/organism/cmp	http://identifiers.org/taxonomy/1173020
http://mbgd.genome.ad.jp/rdf/resource/organism/cep	http://identifiers.org/taxonomy/1173022
http://mbgd.genome.ad.jp/rdf/resource/organism/gei	http://identifiers.org/taxonomy/1173025
http://mbgd.genome.ad.jp/rdf/resource/organism/glp	http://identifiers.org/taxonomy/1173026
http://mbgd.genome.ad.jp/rdf/resource/organism/mic	http://identifiers.org/taxonomy/1173027
http://mbgd.genome.ad.jp/rdf/resource/organism/sesp	http://identifiers.org/taxonomy/1179773
http://mbgd.genome.ad.jp/rdf/resource/organism/plp	http://identifiers.org/taxonomy/118163
http://mbgd.genome.ad.jp/rdf/resource/organism/thg	http://identifiers.org/taxonomy/1184251
http://mbgd.genome.ad.jp/rdf/resource/organism/mro	http://identifiers.org/taxonomy/1191523
http://mbgd.genome.ad.jp/rdf/resource/organism/thal	http://identifiers.org/taxonomy/1193729
http://mbgd.genome.ad.jp/rdf/resource/organism/salv	http://identifiers.org/taxonomy/1196094
http://mbgd.genome.ad.jp/rdf/resource/organism/gap	http://identifiers.org/taxonomy/1196095
http://mbgd.genome.ad.jp/rdf/resource/organism/acm	http://identifiers.org/taxonomy/1198114
http://mbgd.genome.ad.jp/rdf/resource/organism/sect	http://identifiers.org/taxonomy/1199245
http://mbgd.genome.ad.jp/rdf/resource/organism/ple	http://identifiers.org/taxonomy/1206109
http://mbgd.genome.ad.jp/rdf/resource/organism/kbl	http://identifiers.org/taxonomy/1208923
http://mbgd.genome.ad.jp/rdf/resource/organism/tep	http://identifiers.org/taxonomy/1209989
http://mbgd.genome.ad.jp/rdf/resource/organism/nme	http://identifiers.org/taxonomy/122586
http://mbgd.genome.ad.jp/rdf/resource/organism/hsw	http://identifiers.org/taxonomy/1227739
http://mbgd.genome.ad.jp/rdf/resource/organism/che	http://identifiers.org/taxonomy/1231626
http://mbgd.genome.ad.jp/rdf/resource/organism/pmx	http://identifiers.org/taxonomy/123214
http://mbgd.genome.ad.jp/rdf/resource/organism/gm03453	http://identifiers.org/taxonomy/1235834
http://mbgd.genome.ad.jp/rdf/resource/organism/hhs	http://identifiers.org/taxonomy/1235990
http://mbgd.genome.ad.jp/rdf/resource/organism/max	http://identifiers.org/taxonomy/1236689
http://mbgd.genome.ad.jp/rdf/resource/organism/nga	http://identifiers.org/taxonomy/1237085
http://mbgd.genome.ad.jp/rdf/resource/organism/mhq	http://identifiers.org/taxonomy/1249531
http://mbgd.genome.ad.jp/rdf/resource/organism/ssal	http://identifiers.org/taxonomy/1260251
http://mbgd.genome.ad.jp/rdf/resource/organism/dni	http://identifiers.org/taxonomy/1274
http://mbgd.genome.ad.jp/rdf/resource/organism/scr	http://identifiers.org/taxonomy/1276227
http://mbgd.genome.ad.jp/rdf/resource/organism/ror	http://identifiers.org/taxonomy/1286170
http://mbgd.genome.ad.jp/rdf/resource/organism/red	http://identifiers.org/taxonomy/1294273
http://mbgd.genome.ad.jp/rdf/resource/organism/mer	http://identifiers.org/taxonomy/1295009
http://mbgd.genome.ad.jp/rdf/resource/organism/tol	http://identifiers.org/taxonomy/1298593
http://mbgd.genome.ad.jp/rdf/resource/organism/dsl	http://identifiers.org/taxonomy/13035
http://mbgd.genome.ad.jp/rdf/resource/organism/aym	http://identifiers.org/taxonomy/1313172
http://mbgd.genome.ad.jp/rdf/resource/organism/saal	http://identifiers.org/taxonomy/1332188
http://mbgd.genome.ad.jp/rdf/resource/organism/sali	http://identifiers.org/taxonomy/1333523
http://mbgd.genome.ad.jp/rdf/resource/organism/sehc	http://identifiers.org/taxonomy/134287
http://mbgd.genome.ad.jp/rdf/resource/organism/ndl	http://identifiers.org/taxonomy/1343077
http://mbgd.genome.ad.jp/rdf/resource/organism/ppac	http://identifiers.org/taxonomy/1343739
http://mbgd.genome.ad.jp/rdf/resource/organism/ase	http://identifiers.org/taxonomy/134676
http://mbgd.genome.ad.jp/rdf/resource/organism/azl	http://identifiers.org/taxonomy/137722
http://mbgd.genome.ad.jp/rdf/resource/organism/dji	http://identifiers.org/taxonomy/1379159
http://mbgd.genome.ad.jp/rdf/resource/organism/dsy	http://identifiers.org/taxonomy/138119
http://mbgd.genome.ad.jp/rdf/resource/organism/aeq	http://identifiers.org/taxonomy/1384484
http://mbgd.genome.ad.jp/rdf/resource/organism/srb	http://identifiers.org/taxonomy/1394709
http://mbgd.genome.ad.jp/rdf/resource/organism/wwe	http://identifiers.org/taxonomy/1394710
http://mbgd.genome.ad.jp/rdf/resource/organism/sbe	http://identifiers.org/taxonomy/1394711
http://mbgd.genome.ad.jp/rdf/resource/organism/bacc	http://identifiers.org/taxonomy/1400053
http://mbgd.genome.ad.jp/rdf/resource/organism/elv	http://identifiers.org/taxonomy/1415657
http://mbgd.genome.ad.jp/rdf/resource/organism/ead	http://identifiers.org/taxonomy/1416753
http://mbgd.genome.ad.jp/rdf/resource/organism/ppk	http://identifiers.org/taxonomy/1416914
http://mbgd.genome.ad.jp/rdf/resource/organism/hcr	http://identifiers.org/taxonomy/1427984
http://mbgd.genome.ad.jp/rdf/resource/organism/rbc	http://identifiers.org/taxonomy/1433126
http://mbgd.genome.ad.jp/rdf/resource/organism/cdn	http://identifiers.org/taxonomy/1437824
http://mbgd.genome.ad.jp/rdf/resource/organism/kal	http://identifiers.org/taxonomy/1449976
http://mbgd.genome.ad.jp/rdf/resource/organism/gm02992	http://identifiers.org/taxonomy/1458461
http://mbgd.genome.ad.jp/rdf/resource/organism/mgm	http://identifiers.org/taxonomy/156889
http://mbgd.genome.ad.jp/rdf/resource/organism/sbu	http://identifiers.org/taxonomy/158189
http://mbgd.genome.ad.jp/rdf/resource/organism/sau	http://identifiers.org/taxonomy/158879
http://mbgd.genome.ad.jp/rdf/resource/organism/dar	http://identifiers.org/taxonomy/159087
http://mbgd.genome.ad.jp/rdf/resource/organism/spy	http://identifiers.org/taxonomy/160490
http://mbgd.genome.ad.jp/rdf/resource/organism/xfa	http://identifiers.org/taxonomy/160492
http://mbgd.genome.ad.jp/rdf/resource/organism/wol	http://identifiers.org/taxonomy/163164
http://mbgd.genome.ad.jp/rdf/resource/organism/tpy	http://identifiers.org/taxonomy/1661
http://mbgd.genome.ad.jp/rdf/resource/organism/pma	http://identifiers.org/taxonomy/167539
http://mbgd.genome.ad.jp/rdf/resource/organism/cps	http://identifiers.org/taxonomy/167879
http://mbgd.genome.ad.jp/rdf/resource/organism/atu	http://identifiers.org/taxonomy/176299
http://mbgd.genome.ad.jp/rdf/resource/organism/ftu	http://identifiers.org/taxonomy/177416
http://mbgd.genome.ad.jp/rdf/resource/organism/dat	http://identifiers.org/taxonomy/177437
http://mbgd.genome.ad.jp/rdf/resource/organism/dps	http://identifiers.org/taxonomy/177439
http://mbgd.genome.ad.jp/rdf/resource/organism/pai	http://identifiers.org/taxonomy/178306
http://mbgd.genome.ad.jp/rdf/resource/organism/tbr	http://identifiers.org/taxonomy/185431
http://mbgd.genome.ad.jp/rdf/resource/organism/aeh	http://identifiers.org/taxonomy/187272
http://mbgd.genome.ad.jp/rdf/resource/organism/msc	http://identifiers.org/taxonomy/187303
http://mbgd.genome.ad.jp/rdf/resource/organism/mth	http://identifiers.org/taxonomy/187420
http://mbgd.genome.ad.jp/rdf/resource/organism/mac	http://identifiers.org/taxonomy/188937
http://mbgd.genome.ad.jp/rdf/resource/organism/lil	http://identifiers.org/taxonomy/189518
http://mbgd.genome.ad.jp/rdf/resource/organism/mka	http://identifiers.org/taxonomy/190192
http://mbgd.genome.ad.jp/rdf/resource/organism/fnu	http://identifiers.org/taxonomy/190304
http://mbgd.genome.ad.jp/rdf/resource/organism/xac	http://identifiers.org/taxonomy/190486
http://mbgd.genome.ad.jp/rdf/resource/organism/ccr	http://identifiers.org/taxonomy/190650
http://mbgd.genome.ad.jp/rdf/resource/organism/cje	http://identifiers.org/taxonomy/192222
http://mbgd.genome.ad.jp/rdf/resource/organism/cte	http://identifiers.org/taxonomy/194439
http://mbgd.genome.ad.jp/rdf/resource/organism/nca	http://identifiers.org/taxonomy/196162
http://mbgd.genome.ad.jp/rdf/resource/organism/cgl	http://identifiers.org/taxonomy/196627
http://mbgd.genome.ad.jp/rdf/resource/organism/tel	http://identifiers.org/taxonomy/197221
http://mbgd.genome.ad.jp/rdf/resource/organism/sfl	http://identifiers.org/taxonomy/198214
http://mbgd.genome.ad.jp/rdf/resource/organism/cth	http://identifiers.org/taxonomy/203119
http://mbgd.genome.ad.jp/rdf/resource/organism/lme	http://identifiers.org/taxonomy/203120
http://mbgd.genome.ad.jp/rdf/resource/organism/sde	http://identifiers.org/taxonomy/203122
http://mbgd.genome.ad.jp/rdf/resource/organism/ooe	http://identifiers.org/taxonomy/203123
http://mbgd.genome.ad.jp/rdf/resource/organism/ter	http://identifiers.org/taxonomy/203124
http://mbgd.genome.ad.jp/rdf/resource/organism/tfo	http://identifiers.org/taxonomy/203275
http://mbgd.genome.ad.jp/rdf/resource/organism/bfl	http://identifiers.org/taxonomy/203907
http://mbgd.genome.ad.jp/rdf/resource/organism/aba	http://identifiers.org/taxonomy/204669
http://mbgd.genome.ad.jp/rdf/resource/organism/har	http://identifiers.org/taxonomy/204773
http://mbgd.genome.ad.jp/rdf/resource/organism/hso	http://identifiers.org/taxonomy/205914
http://mbgd.genome.ad.jp/rdf/resource/organism/blo	http://identifiers.org/taxonomy/206672
http://mbgd.genome.ad.jp/rdf/resource/organism/crn	http://identifiers.org/taxonomy/208596
http://mbgd.genome.ad.jp/rdf/resource/organism/pae	http://identifiers.org/taxonomy/208964
http://mbgd.genome.ad.jp/rdf/resource/organism/son	http://identifiers.org/taxonomy/211586
http://mbgd.genome.ad.jp/rdf/resource/organism/ype	http://identifiers.org/taxonomy/214092
http://mbgd.genome.ad.jp/rdf/resource/organism/cat	http://identifiers.org/taxonomy/216432
http://mbgd.genome.ad.jp/rdf/resource/organism/eca	http://identifiers.org/taxonomy/218491
http://mbgd.genome.ad.jp/rdf/resource/organism/tws	http://identifiers.org/taxonomy/218496
http://mbgd.genome.ad.jp/rdf/resource/organism/lpl	http://identifiers.org/taxonomy/220668
http://mbgd.genome.ad.jp/rdf/resource/organism/oih	http://identifiers.org/taxonomy/221109
http://mbgd.genome.ad.jp/rdf/resource/organism/msu	http://identifiers.org/taxonomy/221988
http://mbgd.genome.ad.jp/rdf/resource/organism/nse	http://identifiers.org/taxonomy/222891
http://mbgd.genome.ad.jp/rdf/resource/organism/bsu	http://identifiers.org/taxonomy/224308
http://mbgd.genome.ad.jp/rdf/resource/organism/aae	http://identifiers.org/taxonomy/224324
http://mbgd.genome.ad.jp/rdf/resource/organism/afu	http://identifiers.org/taxonomy/224325
http://mbgd.genome.ad.jp/rdf/resource/organism/bbu	http://identifiers.org/taxonomy/224326
http://mbgd.genome.ad.jp/rdf/resource/organism/bja	http://identifiers.org/taxonomy/224911
http://mbgd.genome.ad.jp/rdf/resource/organism/bme	http://identifiers.org/taxonomy/224914
http://mbgd.genome.ad.jp/rdf/resource/organism/efa	http://identifiers.org/taxonomy/226185
http://mbgd.genome.ad.jp/rdf/resource/organism/bth	http://identifiers.org/taxonomy/226186
http://mbgd.genome.ad.jp/rdf/resource/organism/cbu	http://identifiers.org/taxonomy/227377
http://mbgd.genome.ad.jp/rdf/resource/organism/cca	http://identifiers.org/taxonomy/227941
http://mbgd.genome.ad.jp/rdf/resource/organism/hne	http://identifiers.org/taxonomy/228405
http://mbgd.genome.ad.jp/rdf/resource/organism/neu	http://identifiers.org/taxonomy/228410
http://mbgd.genome.ad.jp/rdf/resource/organism/neq	http://identifiers.org/taxonomy/228908
http://mbgd.genome.ad.jp/rdf/resource/organism/fgr	http://identifiers.org/taxonomy/229533
http://mbgd.genome.ad.jp/rdf/resource/organism/sus	http://identifiers.org/taxonomy/234267
http://mbgd.genome.ad.jp/rdf/resource/organism/ama	http://identifiers.org/taxonomy/234826
http://mbgd.genome.ad.jp/rdf/resource/organism/gka	http://identifiers.org/taxonomy/235909
http://mbgd.genome.ad.jp/rdf/resource/organism/uma	http://identifiers.org/taxonomy/237631
http://mbgd.genome.ad.jp/rdf/resource/organism/aca	http://identifiers.org/taxonomy/240015
http://mbgd.genome.ad.jp/rdf/resource/organism/gm03554	http://identifiers.org/taxonomy/240016
http://mbgd.genome.ad.jp/rdf/resource/organism/ava	http://identifiers.org/taxonomy/240292
http://mbgd.genome.ad.jp/rdf/resource/organism/mgr	http://identifiers.org/taxonomy/242507
http://mbgd.genome.ad.jp/rdf/resource/organism/pgi	http://identifiers.org/taxonomy/242619
http://mbgd.genome.ad.jp/rdf/resource/organism/rba	http://identifiers.org/taxonomy/243090
http://mbgd.genome.ad.jp/rdf/resource/organism/det	http://identifiers.org/taxonomy/243164
http://mbgd.genome.ad.jp/rdf/resource/organism/dra	http://identifiers.org/taxonomy/243230
http://mbgd.genome.ad.jp/rdf/resource/organism/gsu	http://identifiers.org/taxonomy/243231
http://mbgd.genome.ad.jp/rdf/resource/organism/mja	http://identifiers.org/taxonomy/243232
http://mbgd.genome.ad.jp/rdf/resource/organism/mca	http://identifiers.org/taxonomy/243233
http://mbgd.genome.ad.jp/rdf/resource/organism/plu	http://identifiers.org/taxonomy/243265
http://mbgd.genome.ad.jp/rdf/resource/organism/mge	http://identifiers.org/taxonomy/243273
http://mbgd.genome.ad.jp/rdf/resource/organism/tma	http://identifiers.org/taxonomy/243274
http://mbgd.genome.ad.jp/rdf/resource/organism/tpa	http://identifiers.org/taxonomy/243276
http://mbgd.genome.ad.jp/rdf/resource/organism/vch	http://identifiers.org/taxonomy/243277
http://mbgd.genome.ad.jp/rdf/resource/organism/cvi	http://identifiers.org/taxonomy/243365
http://mbgd.genome.ad.jp/rdf/resource/organism/chy	http://identifiers.org/taxonomy/246194
http://mbgd.genome.ad.jp/rdf/resource/organism/dno	http://identifiers.org/taxonomy/246195
http://mbgd.genome.ad.jp/rdf/resource/organism/mxa	http://identifiers.org/taxonomy/246197
http://mbgd.genome.ad.jp/rdf/resource/organism/sil	http://identifiers.org/taxonomy/246200
http://mbgd.genome.ad.jp/rdf/resource/organism/nfa	http://identifiers.org/taxonomy/247156
http://mbgd.genome.ad.jp/rdf/resource/organism/gvi	http://identifiers.org/taxonomy/251221
http://mbgd.genome.ad.jp/rdf/resource/organism/cthe	http://identifiers.org/taxonomy/251229
http://mbgd.genome.ad.jp/rdf/resource/organism/eru	http://identifiers.org/taxonomy/254945
http://mbgd.genome.ad.jp/rdf/resource/organism/bbr	http://identifiers.org/taxonomy/257310
http://mbgd.genome.ad.jp/rdf/resource/organism/rpa	http://identifiers.org/taxonomy/258594
http://mbgd.genome.ad.jp/rdf/resource/organism/par	http://identifiers.org/taxonomy/259536
http://mbgd.genome.ad.jp/rdf/resource/organism/mbu	http://identifiers.org/taxonomy/259564
http://mbgd.genome.ad.jp/rdf/resource/organism/esi	http://identifiers.org/taxonomy/262543
http://mbgd.genome.ad.jp/rdf/resource/organism/tth	http://identifiers.org/taxonomy/262724
http://mbgd.genome.ad.jp/rdf/resource/organism/poy	http://identifiers.org/taxonomy/262768
http://mbgd.genome.ad.jp/rdf/resource/organism/vma	http://identifiers.org/taxonomy/263358
http://mbgd.genome.ad.jp/rdf/resource/organism/pto	http://identifiers.org/taxonomy/263820
http://mbgd.genome.ad.jp/rdf/resource/organism/reu	http://identifiers.org/taxonomy/264198
http://mbgd.genome.ad.jp/rdf/resource/organism/pcu	http://identifiers.org/taxonomy/264201
http://mbgd.genome.ad.jp/rdf/resource/organism/zmo	http://identifiers.org/taxonomy/264203
http://mbgd.genome.ad.jp/rdf/resource/organism/bba	http://identifiers.org/taxonomy/264462
http://mbgd.genome.ad.jp/rdf/resource/organism/mta	http://identifiers.org/taxonomy/264732
http://mbgd.genome.ad.jp/rdf/resource/organism/mfa	http://identifiers.org/taxonomy/265072
http://mbgd.genome.ad.jp/rdf/resource/organism/mfl	http://identifiers.org/taxonomy/265311
http://mbgd.genome.ad.jp/rdf/resource/organism/rxy	http://identifiers.org/taxonomy/266117
http://mbgd.genome.ad.jp/rdf/resource/organism/mes	http://identifiers.org/taxonomy/266779
http://mbgd.genome.ad.jp/rdf/resource/organism/sme	http://identifiers.org/taxonomy/266834
http://mbgd.genome.ad.jp/rdf/resource/organism/mlo	http://identifiers.org/taxonomy/266835
http://mbgd.genome.ad.jp/rdf/resource/organism/kra	http://identifiers.org/taxonomy/266940
http://mbgd.genome.ad.jp/rdf/resource/organism/mmp	http://identifiers.org/taxonomy/267377
http://mbgd.genome.ad.jp/rdf/resource/organism/pac	http://identifiers.org/taxonomy/267747
http://mbgd.genome.ad.jp/rdf/resource/organism/rru	http://identifiers.org/taxonomy/269796
http://mbgd.genome.ad.jp/rdf/resource/organism/chu	http://identifiers.org/taxonomy/269798
http://mbgd.genome.ad.jp/rdf/resource/organism/tfu	http://identifiers.org/taxonomy/269800
http://mbgd.genome.ad.jp/rdf/resource/organism/ape	http://identifiers.org/taxonomy/272557
http://mbgd.genome.ad.jp/rdf/resource/organism/bps	http://identifiers.org/taxonomy/272560
http://mbgd.genome.ad.jp/rdf/resource/organism/ctr	http://identifiers.org/taxonomy/272561
http://mbgd.genome.ad.jp/rdf/resource/organism/cac	http://identifiers.org/taxonomy/272562
http://mbgd.genome.ad.jp/rdf/resource/organism/cdf	http://identifiers.org/taxonomy/272563
http://mbgd.genome.ad.jp/rdf/resource/organism/gdj	http://identifiers.org/taxonomy/272568
http://mbgd.genome.ad.jp/rdf/resource/organism/hma	http://identifiers.org/taxonomy/272569
http://mbgd.genome.ad.jp/rdf/resource/organism/kpn	http://identifiers.org/taxonomy/272620
http://mbgd.genome.ad.jp/rdf/resource/organism/lla	http://identifiers.org/taxonomy/272623
http://mbgd.genome.ad.jp/rdf/resource/organism/lpn	http://identifiers.org/taxonomy/272624
http://mbgd.genome.ad.jp/rdf/resource/organism/lin	http://identifiers.org/taxonomy/272626
http://mbgd.genome.ad.jp/rdf/resource/organism/pmu	http://identifiers.org/taxonomy/272843
http://mbgd.genome.ad.jp/rdf/resource/organism/rsp	http://identifiers.org/taxonomy/272943
http://mbgd.genome.ad.jp/rdf/resource/organism/rpr	http://identifiers.org/taxonomy/272947
http://mbgd.genome.ad.jp/rdf/resource/organism/sso	http://identifiers.org/taxonomy/273057
http://mbgd.genome.ad.jp/rdf/resource/organism/tte	http://identifiers.org/taxonomy/273068
http://mbgd.genome.ad.jp/rdf/resource/organism/tac	http://identifiers.org/taxonomy/273075
http://mbgd.genome.ad.jp/rdf/resource/organism/uur	http://identifiers.org/taxonomy/273119
http://mbgd.genome.ad.jp/rdf/resource/organism/wsu	http://identifiers.org/taxonomy/273121
http://mbgd.genome.ad.jp/rdf/resource/organism/ppe	http://identifiers.org/taxonomy/278197
http://mbgd.genome.ad.jp/rdf/resource/organism/nar	http://identifiers.org/taxonomy/279238
http://mbgd.genome.ad.jp/rdf/resource/organism/lxx	http://identifiers.org/taxonomy/281090
http://mbgd.genome.ad.jp/rdf/resource/organism/bhe	http://identifiers.org/taxonomy/283166
http://mbgd.genome.ad.jp/rdf/resource/organism/cnb	http://identifiers.org/taxonomy/283643
http://mbgd.genome.ad.jp/rdf/resource/organism/ilo	http://identifiers.org/taxonomy/283942
http://mbgd.genome.ad.jp/rdf/resource/organism/kla	http://identifiers.org/taxonomy/284590
http://mbgd.genome.ad.jp/rdf/resource/organism/yli	http://identifiers.org/taxonomy/284591
http://mbgd.genome.ad.jp/rdf/resource/organism/dha	http://identifiers.org/taxonomy/284592
http://mbgd.genome.ad.jp/rdf/resource/organism/cgr	http://identifiers.org/taxonomy/284593
http://mbgd.genome.ad.jp/rdf/resource/organism/ago	http://identifiers.org/taxonomy/284811
http://mbgd.genome.ad.jp/rdf/resource/organism/spo	http://identifiers.org/taxonomy/284812
http://mbgd.genome.ad.jp/rdf/resource/organism/ecu	http://identifiers.org/taxonomy/284813
http://mbgd.genome.ad.jp/rdf/resource/organism/rsa	http://identifiers.org/taxonomy/288705
http://mbgd.genome.ad.jp/rdf/resource/organism/tye	http://identifiers.org/taxonomy/289376
http://mbgd.genome.ad.jp/rdf/resource/organism/cko	http://identifiers.org/taxonomy/290338
http://mbgd.genome.ad.jp/rdf/resource/organism/esa	http://identifiers.org/taxonomy/290339
http://mbgd.genome.ad.jp/rdf/resource/organism/ade	http://identifiers.org/taxonomy/290397
http://mbgd.genome.ad.jp/rdf/resource/organism/csa	http://identifiers.org/taxonomy/290398
http://mbgd.genome.ad.jp/rdf/resource/organism/art	http://identifiers.org/taxonomy/290399
http://mbgd.genome.ad.jp/rdf/resource/organism/jan	http://identifiers.org/taxonomy/290400
http://mbgd.genome.ad.jp/rdf/resource/organism/paa	http://identifiers.org/taxonomy/290512
http://mbgd.genome.ad.jp/rdf/resource/organism/gox	http://identifiers.org/taxonomy/290633
http://mbgd.genome.ad.jp/rdf/resource/organism/tbd	http://identifiers.org/taxonomy/292415
http://mbgd.genome.ad.jp/rdf/resource/organism/sth	http://identifiers.org/taxonomy/292459
http://mbgd.genome.ad.jp/rdf/resource/organism/cgc	http://identifiers.org/taxonomy/292564
http://mbgd.genome.ad.jp/rdf/resource/organism/amt	http://identifiers.org/taxonomy/293826
http://mbgd.genome.ad.jp/rdf/resource/organism/tps	http://identifiers.org/taxonomy/296543
http://mbgd.genome.ad.jp/rdf/resource/organism/pol	http://identifiers.org/taxonomy/296591
http://mbgd.genome.ad.jp/rdf/resource/organism/ppr	http://identifiers.org/taxonomy/298386
http://mbgd.genome.ad.jp/rdf/resource/organism/cpo	http://identifiers.org/taxonomy/309798
http://mbgd.genome.ad.jp/rdf/resource/organism/dth	http://identifiers.org/taxonomy/309799
http://mbgd.genome.ad.jp/rdf/resource/organism/hvo	http://identifiers.org/taxonomy/309800
http://mbgd.genome.ad.jp/rdf/resource/organism/tro	http://identifiers.org/taxonomy/309801
http://mbgd.genome.ad.jp/rdf/resource/organism/sru	http://identifiers.org/taxonomy/309807
http://mbgd.genome.ad.jp/rdf/resource/organism/csu	http://identifiers.org/taxonomy/311458
http://mbgd.genome.ad.jp/rdf/resource/organism/pnu	http://identifiers.org/taxonomy/312153
http://mbgd.genome.ad.jp/rdf/resource/organism/vfi	http://identifiers.org/taxonomy/312309
http://mbgd.genome.ad.jp/rdf/resource/organism/ptq	http://identifiers.org/taxonomy/313595
http://mbgd.genome.ad.jp/rdf/resource/organism/rbi	http://identifiers.org/taxonomy/313596
http://mbgd.genome.ad.jp/rdf/resource/organism/pom	http://identifiers.org/taxonomy/313598
http://mbgd.genome.ad.jp/rdf/resource/organism/fbc	http://identifiers.org/taxonomy/313603
http://mbgd.genome.ad.jp/rdf/resource/organism/gm03141	http://identifiers.org/taxonomy/313624
http://mbgd.genome.ad.jp/rdf/resource/organism/eli	http://identifiers.org/taxonomy/314225
http://mbgd.genome.ad.jp/rdf/resource/organism/pbr	http://identifiers.org/taxonomy/314260
http://mbgd.genome.ad.jp/rdf/resource/organism/amc	http://identifiers.org/taxonomy/314275
http://mbgd.genome.ad.jp/rdf/resource/organism/hau	http://identifiers.org/taxonomy/316274
http://mbgd.genome.ad.jp/rdf/resource/organism/tcx	http://identifiers.org/taxonomy/317025
http://mbgd.genome.ad.jp/rdf/resource/organism/sal	http://identifiers.org/taxonomy/317655
http://mbgd.genome.ad.jp/rdf/resource/organism/pde	http://identifiers.org/taxonomy/318586
